,types,prediction,err type,err label,probability
2211,0,0,0,"fantasy, correct",0.35061764227909814
15749,1,1,3,"scifi, correct",0.5252536825487547
7389,0,0,0,"fantasy, correct",0.11612625792118092
2527,0,0,0,"fantasy, correct",0.005714550359785083
8597,0,0,0,"fantasy, correct",0.08032248201731323
5785,0,0,0,"fantasy, correct",0.43236827486596846
10840,1,1,3,"scifi, correct",0.7779952102409704
10790,1,1,3,"scifi, correct",0.7621309209771322
15193,1,1,3,"scifi, correct",0.7618266313022641
8796,0,0,0,"fantasy, correct",0.11472970435863511
4480,0,0,0,"fantasy, correct",0.13177275348407516
3580,0,0,0,"fantasy, correct",0.021758902158643185
13713,1,1,3,"scifi, correct",0.7682508748239486
11352,1,1,3,"scifi, correct",0.7131380840470662
547,0,0,0,"fantasy, correct",0.10503763493707027
1342,0,0,0,"fantasy, correct",0.3253521313211462
8274,0,0,0,"fantasy, correct",0.4166984298454895
3197,0,0,0,"fantasy, correct",0.3177851858738572
14821,1,1,3,"scifi, correct",0.9844894683020978
6032,0,0,0,"fantasy, correct",0.42397575435747514
1700,0,0,0,"fantasy, correct",0.2848036968067589
10244,1,0,1,scifi->fantasy,0.29563464401218964
1075,0,1,2,fantasy->scifi,0.5997073020792283
15918,1,0,1,scifi->fantasy,0.3156232741904489
9410,0,0,0,"fantasy, correct",0.01610989708994575
7173,0,0,0,"fantasy, correct",0.14322359595978024
17680,1,1,3,"scifi, correct",0.6184397084836563
15724,1,1,3,"scifi, correct",0.8686227132456343
8866,0,0,0,"fantasy, correct",0.0053321018198262595
15165,1,1,3,"scifi, correct",0.9901363479481718
16190,1,1,3,"scifi, correct",0.7807544730501632
4256,0,0,0,"fantasy, correct",9.341189882181189e-06
14892,1,1,3,"scifi, correct",0.6176739798533192
11972,1,1,3,"scifi, correct",0.6797187063595288
19201,1,0,1,scifi->fantasy,0.19185506943826786
16169,1,1,3,"scifi, correct",0.7960362077516507
2065,0,0,0,"fantasy, correct",2.326384873162981e-08
4337,0,1,2,fantasy->scifi,0.5244977623174161
8215,0,0,0,"fantasy, correct",0.22345614980000128
9646,0,0,0,"fantasy, correct",0.08753205344976951
19076,1,1,3,"scifi, correct",0.5281752104045454
9752,0,0,0,"fantasy, correct",0.48045591221551265
6062,0,1,2,fantasy->scifi,0.5687137745980624
9725,0,0,0,"fantasy, correct",0.22665620769365608
1377,0,0,0,"fantasy, correct",0.0004701030491661888
812,0,0,0,"fantasy, correct",0.21267879875112572
1387,0,0,0,"fantasy, correct",0.18540275565330738
1320,0,1,2,fantasy->scifi,0.5869903948892443
14489,1,1,3,"scifi, correct",0.9999995665801409
3972,0,1,2,fantasy->scifi,0.6124742272563954
11503,1,0,1,scifi->fantasy,0.3940477650401662
6888,0,0,0,"fantasy, correct",7.69407816460281e-08
14194,1,1,3,"scifi, correct",0.6388453797952864
18063,1,1,3,"scifi, correct",0.9685920777601632
14723,1,1,3,"scifi, correct",0.9790009254406358
11904,1,1,3,"scifi, correct",0.8529811086479652
4455,0,1,2,fantasy->scifi,0.5500075075784812
16219,1,1,3,"scifi, correct",0.5742767439465756
19731,1,1,3,"scifi, correct",0.6950848664646334
16885,1,1,3,"scifi, correct",0.7739189685347021
10714,1,1,3,"scifi, correct",0.5580863774058988
17865,1,0,1,scifi->fantasy,0.28631442675583874
5286,0,0,0,"fantasy, correct",0.4193007032594813
14191,1,1,3,"scifi, correct",0.9795573982444257
11333,1,1,3,"scifi, correct",0.6387477978977634
1472,0,0,0,"fantasy, correct",0.29173664957139817
6962,0,1,2,fantasy->scifi,0.8533063618865492
6283,0,0,0,"fantasy, correct",0.27358841050228
17292,1,1,3,"scifi, correct",0.8396403513750512
4528,0,0,0,"fantasy, correct",0.05521793147888092
18641,1,1,3,"scifi, correct",0.6124784488324652
8504,0,0,0,"fantasy, correct",0.3288784796148111
2871,0,0,0,"fantasy, correct",0.08132308862577486
12698,1,1,3,"scifi, correct",0.9779578898468044
11495,1,1,3,"scifi, correct",0.9023131309770314
1512,0,0,0,"fantasy, correct",0.03034533013259063
1193,0,0,0,"fantasy, correct",0.15600599099427237
2558,0,0,0,"fantasy, correct",0.0884842325684165
12812,1,1,3,"scifi, correct",0.5835457972194257
4375,0,0,0,"fantasy, correct",0.22674181048287323
9331,0,1,2,fantasy->scifi,0.755063720805633
15259,1,1,3,"scifi, correct",0.6144403306548938
17440,1,0,1,scifi->fantasy,0.26037114402808353
9581,0,0,0,"fantasy, correct",0.000280105674186381
10823,1,1,3,"scifi, correct",0.6013209581698377
14729,1,1,3,"scifi, correct",0.7013654231807518
19099,1,0,1,scifi->fantasy,0.3928287478704116
14935,1,1,3,"scifi, correct",0.6406742065660124
15692,1,1,3,"scifi, correct",0.9999349896409447
8709,0,0,0,"fantasy, correct",0.000561794781181402
12516,1,1,3,"scifi, correct",0.8202348178049758
14753,1,1,3,"scifi, correct",0.5997001117696436
9757,0,1,2,fantasy->scifi,0.709793787026289
8221,0,1,2,fantasy->scifi,0.5697079908325251
9953,0,1,2,fantasy->scifi,0.7117112322500896
1933,0,0,0,"fantasy, correct",0.1439582804816446
12695,1,1,3,"scifi, correct",0.5670092597797796
3105,0,0,0,"fantasy, correct",0.02543915997822995
14022,1,1,3,"scifi, correct",0.6668484171469842
5274,0,0,0,"fantasy, correct",0.13187372288521793
652,0,0,0,"fantasy, correct",0.18473260975592987
3464,0,0,0,"fantasy, correct",0.07435472081414206
3879,0,0,0,"fantasy, correct",0.004304367558360557
8202,0,1,2,fantasy->scifi,0.5273696515357166
14571,1,1,3,"scifi, correct",0.7651266350857688
970,0,1,2,fantasy->scifi,0.6183979672098068
18998,1,0,1,scifi->fantasy,0.256049861752682
9801,0,0,0,"fantasy, correct",0.03085198951378742
11729,1,1,3,"scifi, correct",0.5885598043284529
16636,1,1,3,"scifi, correct",0.9136654649840201
7352,0,0,0,"fantasy, correct",0.4388556451098457
5997,0,0,0,"fantasy, correct",0.11871909473476332
565,0,0,0,"fantasy, correct",0.3592707429924892
17244,1,0,1,scifi->fantasy,0.13263206526048166
5149,0,1,2,fantasy->scifi,0.6013029883717729
3541,0,0,0,"fantasy, correct",0.37860214477222437
8910,0,0,0,"fantasy, correct",0.04795802024267143
7572,0,1,2,fantasy->scifi,0.5112327206911089
8068,0,0,0,"fantasy, correct",0.3860158070640353
19265,1,1,3,"scifi, correct",0.9945958105825671
6370,0,0,0,"fantasy, correct",0.13523584423885537
6202,0,0,0,"fantasy, correct",1.8772976785845192e-15
9481,0,0,0,"fantasy, correct",0.17306534459397707
2920,0,0,0,"fantasy, correct",0.017035281806906187
2669,0,1,2,fantasy->scifi,0.825861209984032
17220,1,1,3,"scifi, correct",0.5965072590819049
9386,0,0,0,"fantasy, correct",3.9877152748157253e-05
9483,0,0,0,"fantasy, correct",0.11168656200991793
12713,1,1,3,"scifi, correct",0.7734049349989106
16463,1,1,3,"scifi, correct",0.6203399677010343
7538,0,1,2,fantasy->scifi,0.6124742272563954
11080,1,1,3,"scifi, correct",0.9860355963898261
17245,1,1,3,"scifi, correct",0.9999614563839794
226,0,1,2,fantasy->scifi,0.6393043810189984
2716,0,1,2,fantasy->scifi,0.5083098591505326
528,0,0,0,"fantasy, correct",0.0038051359987441545
17012,1,1,3,"scifi, correct",0.9747894575274672
13743,1,1,3,"scifi, correct",0.9953655568448264
17122,1,1,3,"scifi, correct",0.535752876256866
3121,0,0,0,"fantasy, correct",0.32013828634467345
6043,0,0,0,"fantasy, correct",0.01615202780334287
13886,1,1,3,"scifi, correct",0.9861491538011772
16213,1,1,3,"scifi, correct",0.9979475707089898
11242,1,0,1,scifi->fantasy,0.4090512328105755
4688,0,1,2,fantasy->scifi,0.6505803002642211
5965,0,0,0,"fantasy, correct",0.003443276436613163
13111,1,1,3,"scifi, correct",0.9507815410660362
11240,1,1,3,"scifi, correct",0.6124742272563954
15273,1,1,3,"scifi, correct",0.6519034002567267
16686,1,1,3,"scifi, correct",0.5989244163145108
13563,1,0,1,scifi->fantasy,0.3329162715928909
3783,0,0,0,"fantasy, correct",0.37955178974113496
14222,1,1,3,"scifi, correct",0.9383669176760545
16037,1,1,3,"scifi, correct",0.9110394241448618
6965,0,0,0,"fantasy, correct",0.24359704560455137
2396,0,0,0,"fantasy, correct",1.3436803986250374e-08
6093,0,0,0,"fantasy, correct",0.17903569669607855
4212,0,0,0,"fantasy, correct",0.2657230964477457
4472,0,1,2,fantasy->scifi,0.7654291508493336
16715,1,1,3,"scifi, correct",0.9999409373213932
14788,1,1,3,"scifi, correct",0.9945958105825671
7983,0,0,0,"fantasy, correct",0.4639520190774476
1397,0,0,0,"fantasy, correct",0.008527377347849592
4651,0,0,0,"fantasy, correct",0.14700490851873632
7845,0,0,0,"fantasy, correct",0.21261365656986886
6070,0,0,0,"fantasy, correct",0.2105643051911392
3948,0,0,0,"fantasy, correct",2.4655660872627557e-07
5631,0,1,2,fantasy->scifi,0.5873595007290725
4613,0,0,0,"fantasy, correct",0.004447176029112816
19625,1,1,3,"scifi, correct",0.951488717896166
2807,0,0,0,"fantasy, correct",0.017251883801131816
13012,1,1,3,"scifi, correct",0.9946639498057082
6837,0,1,2,fantasy->scifi,0.7265336068090197
12984,1,1,3,"scifi, correct",0.6400039954214601
14665,1,1,3,"scifi, correct",0.5760981839724434
17136,1,1,3,"scifi, correct",0.8792154579928033
9875,0,0,0,"fantasy, correct",0.410805955190622
16868,1,1,3,"scifi, correct",0.997003487037671
15287,1,1,3,"scifi, correct",0.572773397657095
926,0,0,0,"fantasy, correct",0.0032204059750272026
18031,1,1,3,"scifi, correct",0.5760981839724434
4950,0,0,0,"fantasy, correct",0.46667145845219593
2613,0,0,0,"fantasy, correct",0.2869916840977743
10347,1,1,3,"scifi, correct",0.8590018249287981
3383,0,0,0,"fantasy, correct",0.34580649758526005
10418,1,1,3,"scifi, correct",0.9766823381980054
6758,0,0,0,"fantasy, correct",0.3098175052862564
3202,0,0,0,"fantasy, correct",0.00048264153105556987
7326,0,0,0,"fantasy, correct",0.08607016313593284
5429,0,0,0,"fantasy, correct",0.06427704436556705
7209,0,0,0,"fantasy, correct",0.09871894959778266
16097,1,0,1,scifi->fantasy,0.35781542476494504
16680,1,1,3,"scifi, correct",0.9981060835056987
12288,1,1,3,"scifi, correct",0.7785022539172536
12472,1,0,1,scifi->fantasy,0.47339458071584817
14731,1,1,3,"scifi, correct",0.872722161156942
7237,0,1,2,fantasy->scifi,0.6372360591740003
9524,0,1,2,fantasy->scifi,0.6685387254262236
8837,0,0,0,"fantasy, correct",0.48747581705143
12211,1,1,3,"scifi, correct",0.8911075293401453
13351,1,1,3,"scifi, correct",0.9937959480244256
5121,0,1,2,fantasy->scifi,0.5423010615556595
11212,1,1,3,"scifi, correct",0.6527248630812454
4307,0,1,2,fantasy->scifi,0.6235390096835219
16985,1,0,1,scifi->fantasy,0.4543096424115413
10691,1,1,3,"scifi, correct",0.9150158652930475
5905,0,0,0,"fantasy, correct",0.10999502203312372
4418,0,0,0,"fantasy, correct",0.022801781660988403
14865,1,1,3,"scifi, correct",0.8034319221762249
4069,0,0,0,"fantasy, correct",1.4871075653803007e-09
3620,0,0,0,"fantasy, correct",0.0028395226415627722
15793,1,1,3,"scifi, correct",0.9944020065054304
17962,1,1,3,"scifi, correct",0.5699358282146351
9558,0,1,2,fantasy->scifi,0.6759291161277897
7954,0,1,2,fantasy->scifi,0.5892754866274474
4629,0,0,0,"fantasy, correct",0.2767006086417142
16289,1,1,3,"scifi, correct",0.9000791978068894
10887,1,1,3,"scifi, correct",0.8651625484215908
17152,1,1,3,"scifi, correct",0.9386297854311061
9020,0,0,0,"fantasy, correct",0.06796524792471688
14345,1,1,3,"scifi, correct",0.663449536917528
12399,1,1,3,"scifi, correct",0.8642862166116478
11041,1,1,3,"scifi, correct",0.9920677286996757
6845,0,0,0,"fantasy, correct",0.25432531477163123
854,0,0,0,"fantasy, correct",0.06444835120121661
8239,0,0,0,"fantasy, correct",0.17843572337212904
14515,1,0,1,scifi->fantasy,0.4469488353313521
14760,1,1,3,"scifi, correct",0.9999962573238204
17999,1,1,3,"scifi, correct",0.9996349647921986
3480,0,0,0,"fantasy, correct",0.01843404877415563
15960,1,0,1,scifi->fantasy,0.13008445733613905
18839,1,1,3,"scifi, correct",0.7734049349989106
7578,0,1,2,fantasy->scifi,0.5836709720161402
14186,1,1,3,"scifi, correct",0.9438086343982985
6731,0,0,0,"fantasy, correct",0.2472909100455324
5161,0,1,2,fantasy->scifi,0.5876315222037701
8175,0,0,0,"fantasy, correct",0.3191483924063563
14966,1,1,3,"scifi, correct",0.9342891141035956
9423,0,0,0,"fantasy, correct",0.1981120228406972
12972,1,1,3,"scifi, correct",0.660925888081983
6163,0,0,0,"fantasy, correct",0.21897198543266444
7272,0,0,0,"fantasy, correct",0.04303240655226087
10045,1,1,3,"scifi, correct",0.7364372007061983
4674,0,0,0,"fantasy, correct",0.017877416501243176
16682,1,1,3,"scifi, correct",0.9942857602007582
8583,0,0,0,"fantasy, correct",0.007136116456691769
15625,1,1,3,"scifi, correct",0.666576506626732
18262,1,1,3,"scifi, correct",0.9993726373275232
7898,0,1,2,fantasy->scifi,0.639696720312798
2945,0,1,2,fantasy->scifi,0.7550452293926102
2345,0,0,0,"fantasy, correct",0.02391857233912612
14219,1,0,1,scifi->fantasy,0.4544287768530386
14844,1,1,3,"scifi, correct",0.7458346856995451
8688,0,1,2,fantasy->scifi,0.8938645802260462
16545,1,1,3,"scifi, correct",0.8038255229757564
8030,0,1,2,fantasy->scifi,0.8102407119840584
11186,1,1,3,"scifi, correct",0.9881758630316168
6435,0,1,2,fantasy->scifi,0.5674664038212113
14359,1,1,3,"scifi, correct",0.950722788503349
12461,1,0,1,scifi->fantasy,0.13814966588379904
8616,0,0,0,"fantasy, correct",0.21058696784163017
17609,1,1,3,"scifi, correct",0.6069090158542527
17388,1,1,3,"scifi, correct",0.9210248566199091
14652,1,1,3,"scifi, correct",0.9019628883040021
8638,0,0,0,"fantasy, correct",0.00041755098498226224
19757,1,1,3,"scifi, correct",0.999999999974083
7759,0,1,2,fantasy->scifi,0.7952320766381785
18196,1,1,3,"scifi, correct",0.970918883187112
5381,0,0,0,"fantasy, correct",0.25421662977538423
6953,0,0,0,"fantasy, correct",0.0050784368321733515
18117,1,1,3,"scifi, correct",0.9765512015906467
11146,1,1,3,"scifi, correct",0.9529780325058943
2354,0,1,2,fantasy->scifi,0.5111909116970638
908,0,0,0,"fantasy, correct",0.15510381656473365
15481,1,0,1,scifi->fantasy,0.26166406364538125
14931,1,1,3,"scifi, correct",0.9942402828143974
11787,1,1,3,"scifi, correct",0.8664423176020444
13614,1,1,3,"scifi, correct",0.5386280585898882
7587,0,1,2,fantasy->scifi,0.6124742272563954
8315,0,0,0,"fantasy, correct",0.1565342477990807
16505,1,1,3,"scifi, correct",0.6903420356084681
18458,1,1,3,"scifi, correct",0.8842858533575783
1660,0,1,2,fantasy->scifi,0.542727009464296
586,0,1,2,fantasy->scifi,0.9999882641779512
17420,1,1,3,"scifi, correct",0.622498835526705
1652,0,0,0,"fantasy, correct",0.17604567516581493
2687,0,0,0,"fantasy, correct",0.045403829272244296
14461,1,0,1,scifi->fantasy,0.42468468700968004
2835,0,0,0,"fantasy, correct",0.4669614351724208
1015,0,0,0,"fantasy, correct",0.004390628518285782
3254,0,1,2,fantasy->scifi,0.685377002575998
1199,0,1,2,fantasy->scifi,0.6098932359224953
5113,0,0,0,"fantasy, correct",0.00019928591852261235
6409,0,0,0,"fantasy, correct",5.988815309369641e-06
10580,1,1,3,"scifi, correct",0.5479999266857448
19823,1,1,3,"scifi, correct",0.5760981839724434
14042,1,1,3,"scifi, correct",0.524454377623552
18676,1,1,3,"scifi, correct",0.9835939456557288
5143,0,0,0,"fantasy, correct",0.2254745863840563
462,0,0,0,"fantasy, correct",0.06880963952038611
18848,1,1,3,"scifi, correct",0.5598380616340408
387,0,0,0,"fantasy, correct",0.10868507436751994
10923,1,1,3,"scifi, correct",0.764674853467334
10635,1,1,3,"scifi, correct",0.9790030892007608
6792,0,0,0,"fantasy, correct",0.0007455142330115719
9543,0,1,2,fantasy->scifi,0.6436480670466136
16401,1,1,3,"scifi, correct",0.9488811324874273
5112,0,0,0,"fantasy, correct",0.37276994782334866
13369,1,1,3,"scifi, correct",0.6124742272563954
19564,1,1,3,"scifi, correct",0.9966768429889291
13966,1,0,1,scifi->fantasy,0.36273511474083603
3919,0,0,0,"fantasy, correct",0.012877957008410473
15744,1,1,3,"scifi, correct",0.6053902507118561
13959,1,1,3,"scifi, correct",0.7034759717030693
1045,0,0,0,"fantasy, correct",0.4108812722643871
2160,0,0,0,"fantasy, correct",0.23316687460602906
13106,1,1,3,"scifi, correct",0.9963640806729368
9779,0,1,2,fantasy->scifi,0.5741164620843409
14696,1,1,3,"scifi, correct",0.9205300934416255
796,0,0,0,"fantasy, correct",0.00011373033132791428
2376,0,0,0,"fantasy, correct",0.33273596784092074
11719,1,0,1,scifi->fantasy,0.2179894021020398
8648,0,0,0,"fantasy, correct",0.2864261988989308
14031,1,1,3,"scifi, correct",0.9209629226941626
17760,1,1,3,"scifi, correct",0.677379463765956
3273,0,0,0,"fantasy, correct",0.4279454952527298
12356,1,1,3,"scifi, correct",0.586666835041472
1707,0,1,2,fantasy->scifi,0.7430511208880799
5661,0,0,0,"fantasy, correct",0.21593788338518158
7235,0,0,0,"fantasy, correct",0.001943209304873317
2724,0,0,0,"fantasy, correct",0.04866322205824174
1817,0,1,2,fantasy->scifi,0.7152190914126847
4160,0,0,0,"fantasy, correct",0.29518500164649153
8888,0,0,0,"fantasy, correct",0.0023525629784652002
5816,0,0,0,"fantasy, correct",0.12158321813157072
18137,1,1,3,"scifi, correct",0.9835691119536591
5993,0,0,0,"fantasy, correct",0.0014961136979602108
8261,0,1,2,fantasy->scifi,0.7052943025052397
19635,1,1,3,"scifi, correct",0.9990549061295161
13887,1,1,3,"scifi, correct",0.6823040186465906
6352,0,0,0,"fantasy, correct",0.38818194393805944
11842,1,1,3,"scifi, correct",0.9953957888023236
6861,0,1,2,fantasy->scifi,0.6168786940582789
7135,0,0,0,"fantasy, correct",0.04137924853178313
9847,0,0,0,"fantasy, correct",0.35707472080161357
1554,0,0,0,"fantasy, correct",0.42589682740573065
12282,1,1,3,"scifi, correct",0.8060642155962243
4477,0,0,0,"fantasy, correct",0.12850800026766337
4469,0,0,0,"fantasy, correct",0.1542906358803754
16158,1,1,3,"scifi, correct",0.7298633543598183
13556,1,0,1,scifi->fantasy,0.14652481786133018
11389,1,1,3,"scifi, correct",0.778155666822596
814,0,1,2,fantasy->scifi,0.903579743837339
4326,0,0,0,"fantasy, correct",0.4383290986198032
16299,1,0,1,scifi->fantasy,0.2947664024384437
566,0,0,0,"fantasy, correct",0.04344541213357841
3659,0,0,0,"fantasy, correct",0.18898937781604924
96,0,0,0,"fantasy, correct",0.3447386492686544
139,0,0,0,"fantasy, correct",0.33893215468836896
19491,1,1,3,"scifi, correct",0.9961964463017462
1440,0,0,0,"fantasy, correct",0.012554801311701566
11037,1,1,3,"scifi, correct",0.9951096340430529
14586,1,1,3,"scifi, correct",0.9700791400810402
3252,0,0,0,"fantasy, correct",0.08123061799430063
17166,1,0,1,scifi->fantasy,0.45760911776974356
2509,0,0,0,"fantasy, correct",0.01493742493695972
16370,1,1,3,"scifi, correct",0.6242935374297706
8056,0,0,0,"fantasy, correct",1.6906363259093735e-05
1811,0,1,2,fantasy->scifi,0.5675053742685654
3577,0,0,0,"fantasy, correct",0.38499063910610554
17042,1,1,3,"scifi, correct",0.8439617770303705
3316,0,0,0,"fantasy, correct",0.2603442398260953
13861,1,1,3,"scifi, correct",0.7541854976025171
5793,0,0,0,"fantasy, correct",0.1996174960025775
15296,1,1,3,"scifi, correct",0.7041033846104578
10295,1,1,3,"scifi, correct",0.9998821337070848
16325,1,0,1,scifi->fantasy,0.3018061693038671
17938,1,1,3,"scifi, correct",0.8943294611166414
12278,1,1,3,"scifi, correct",0.9404983747908909
17137,1,1,3,"scifi, correct",0.8697651622010415
6184,0,0,0,"fantasy, correct",0.09419861843076298
13097,1,1,3,"scifi, correct",0.7559292861919157
2587,0,0,0,"fantasy, correct",0.0759049702576489
3334,0,0,0,"fantasy, correct",0.07943263563677239
13046,1,1,3,"scifi, correct",0.9464611599650579
8353,0,0,0,"fantasy, correct",0.16631348292003437
14876,1,1,3,"scifi, correct",0.8264051985580152
17830,1,1,3,"scifi, correct",0.8322472805559612
18340,1,0,1,scifi->fantasy,0.4690218438793897
11282,1,1,3,"scifi, correct",0.9999999295341114
11667,1,1,3,"scifi, correct",0.9814205046313283
12251,1,1,3,"scifi, correct",0.9671839139264381
14116,1,1,3,"scifi, correct",0.6432821088302266
1376,0,0,0,"fantasy, correct",0.230997903283205
368,0,0,0,"fantasy, correct",8.425074244351582e-06
14259,1,1,3,"scifi, correct",0.6383726145784995
18566,1,1,3,"scifi, correct",0.7366569339589671
10110,1,1,3,"scifi, correct",0.9930815698902868
11292,1,1,3,"scifi, correct",0.7499607827092228
9978,0,0,0,"fantasy, correct",0.08922781119925134
7118,0,0,0,"fantasy, correct",0.3065219451649952
18447,1,1,3,"scifi, correct",0.505814329833806
10372,1,1,3,"scifi, correct",0.9970302090873103
16316,1,0,1,scifi->fantasy,0.023175858904496784
8164,0,0,0,"fantasy, correct",0.21421746131594996
14615,1,1,3,"scifi, correct",0.8054126241421968
11393,1,1,3,"scifi, correct",0.7978335242042165
11786,1,1,3,"scifi, correct",0.577416392085817
2453,0,1,2,fantasy->scifi,0.5297426598335278
7065,0,1,2,fantasy->scifi,0.6037673973016954
19527,1,1,3,"scifi, correct",0.7551990598352818
2610,0,0,0,"fantasy, correct",0.07538651977742976
10270,1,1,3,"scifi, correct",0.9577459780106107
4870,0,0,0,"fantasy, correct",7.059648390500561e-05
2199,0,0,0,"fantasy, correct",0.43498147799595804
15101,1,1,3,"scifi, correct",0.993001738893447
5775,0,0,0,"fantasy, correct",0.10561290804005853
17001,1,1,3,"scifi, correct",0.9710710042128171
13043,1,1,3,"scifi, correct",0.7966529098362177
8473,0,0,0,"fantasy, correct",0.01860152624132101
18748,1,1,3,"scifi, correct",0.9666014323184625
19445,1,1,3,"scifi, correct",0.8234790174997271
18976,1,1,3,"scifi, correct",0.5140061760354386
775,0,1,2,fantasy->scifi,0.7587102544957767
18085,1,1,3,"scifi, correct",0.8736057503887226
3123,0,0,0,"fantasy, correct",0.3502258770417069
16986,1,1,3,"scifi, correct",0.7734049349989106
14795,1,1,3,"scifi, correct",0.8634496240729442
9311,0,0,0,"fantasy, correct",0.00036235361060384027
19316,1,0,1,scifi->fantasy,0.4506706291631494
4466,0,0,0,"fantasy, correct",0.009740449105151344
1696,0,1,2,fantasy->scifi,0.5424104088578094
13141,1,1,3,"scifi, correct",0.8927623473843785
11683,1,1,3,"scifi, correct",0.5306267565740919
17823,1,0,1,scifi->fantasy,0.3851200310880015
1174,0,0,0,"fantasy, correct",0.00017612292179925224
11579,1,1,3,"scifi, correct",0.9890345805286085
5643,0,0,0,"fantasy, correct",0.25442364805313616
12379,1,1,3,"scifi, correct",0.8391605923628781
1309,0,0,0,"fantasy, correct",0.0858306823143589
13860,1,1,3,"scifi, correct",0.6232991416169168
8245,0,0,0,"fantasy, correct",2.4522875605045895e-08
15760,1,1,3,"scifi, correct",0.8962882643321607
7432,0,0,0,"fantasy, correct",0.37119731381391163
15654,1,1,3,"scifi, correct",0.9954191722556716
16173,1,1,3,"scifi, correct",0.69947778736501
8909,0,0,0,"fantasy, correct",5.625651034021891e-06
2060,0,0,0,"fantasy, correct",0.04364543153888285
11758,1,1,3,"scifi, correct",0.964272071891649
7097,0,0,0,"fantasy, correct",0.07701753531797353
11464,1,1,3,"scifi, correct",0.6315686790838863
10444,1,0,1,scifi->fantasy,0.31278419192663287
2764,0,0,0,"fantasy, correct",4.335389670000526e-05
6124,0,0,0,"fantasy, correct",0.046507258033991423
7694,0,0,0,"fantasy, correct",0.18140888340149883
6868,0,0,0,"fantasy, correct",0.001987447515009701
10227,1,1,3,"scifi, correct",0.9182780941936673
12579,1,1,3,"scifi, correct",0.7210809251670464
15483,1,1,3,"scifi, correct",0.6279898301321625
6077,0,0,0,"fantasy, correct",0.06005514115592701
13711,1,1,3,"scifi, correct",0.9114326215186435
4581,0,0,0,"fantasy, correct",0.032324342880204596
12980,1,1,3,"scifi, correct",0.6279311971986086
4906,0,1,2,fantasy->scifi,0.5691134060811269
12220,1,1,3,"scifi, correct",0.8689135746567777
19351,1,1,3,"scifi, correct",0.7927090206779585
18170,1,1,3,"scifi, correct",0.9945958105825671
15628,1,1,3,"scifi, correct",0.9998353445401832
9225,0,0,0,"fantasy, correct",0.07122232317905623
13997,1,1,3,"scifi, correct",0.7007757426327145
15396,1,0,1,scifi->fantasy,0.22023000191423533
16932,1,1,3,"scifi, correct",0.9997504724923998
428,0,0,0,"fantasy, correct",0.32859550891218875
7682,0,1,2,fantasy->scifi,0.7582986145324386
8401,0,1,2,fantasy->scifi,0.9288035609688847
7298,0,1,2,fantasy->scifi,0.6525533483419161
8481,0,0,0,"fantasy, correct",0.23059974406469358
10111,1,1,3,"scifi, correct",0.79359255753695
5128,0,0,0,"fantasy, correct",0.15340495956275588
10891,1,1,3,"scifi, correct",0.8957129371349147
18131,1,1,3,"scifi, correct",0.5852898142121014
8053,0,0,0,"fantasy, correct",4.084413587248839e-06
9346,0,0,0,"fantasy, correct",0.019867408781336665
15737,1,1,3,"scifi, correct",0.8771151742035685
3769,0,0,0,"fantasy, correct",0.15475739606530406
17555,1,0,1,scifi->fantasy,0.09716518271076735
13774,1,1,3,"scifi, correct",0.6468189033961769
15512,1,1,3,"scifi, correct",0.9997877307617986
14299,1,0,1,scifi->fantasy,0.48503021006192487
2224,0,0,0,"fantasy, correct",0.011926037192673242
19185,1,1,3,"scifi, correct",0.7595349082396523
7849,0,0,0,"fantasy, correct",0.0006171145597051214
11418,1,1,3,"scifi, correct",0.7734049349989106
1227,0,1,2,fantasy->scifi,0.5760981839724434
18467,1,1,3,"scifi, correct",0.9982848490259818
8104,0,0,0,"fantasy, correct",0.4871605964143182
5177,0,0,0,"fantasy, correct",0.0844559831757482
4356,0,0,0,"fantasy, correct",0.2596699077747424
7273,0,1,2,fantasy->scifi,0.5472740741310843
14679,1,1,3,"scifi, correct",0.8973053508828718
11317,1,1,3,"scifi, correct",0.8283084906261758
10769,1,1,3,"scifi, correct",0.9797031330170974
1819,0,0,0,"fantasy, correct",0.2800778887214495
5459,0,0,0,"fantasy, correct",0.45766149316818105
9453,0,0,0,"fantasy, correct",0.13581352933639368
17297,1,1,3,"scifi, correct",0.5827410021762738
18778,1,1,3,"scifi, correct",0.7734049349989106
10120,1,1,3,"scifi, correct",0.531825030878154
12502,1,0,1,scifi->fantasy,0.297752821949046
8948,0,0,0,"fantasy, correct",0.31917738969869963
12214,1,1,3,"scifi, correct",0.999999999999901
8499,0,0,0,"fantasy, correct",0.42961889383781743
5608,0,0,0,"fantasy, correct",0.0001050895275794162
13242,1,1,3,"scifi, correct",0.9626734576625354
11116,1,1,3,"scifi, correct",0.9871758752040329
1929,0,0,0,"fantasy, correct",0.00012872862118544414
3725,0,1,2,fantasy->scifi,0.5760981839724434
18646,1,1,3,"scifi, correct",0.6842920376527352
19487,1,1,3,"scifi, correct",0.7970643588205287
8586,0,1,2,fantasy->scifi,0.7113336705843185
4523,0,1,2,fantasy->scifi,0.8734877877396164
485,0,0,0,"fantasy, correct",0.09035341569399263
5426,0,0,0,"fantasy, correct",0.08624569608718055
1020,0,0,0,"fantasy, correct",0.00013129506358223268
930,0,0,0,"fantasy, correct",0.18604992642953536
1662,0,0,0,"fantasy, correct",0.23373408611605237
